Begin Time - hh:mm:ss.ms,Begin Time - ss.msec,Begin Time - msec,Begin Time - PAL,End Time - hh:mm:ss.ms,End Time - ss.msec,End Time - msec,End Time - PAL,Duration - hh:mm:ss.ms,Duration - ss.msec,Duration - msec,Duration - PAL,Epifania Sáhinos Pérez ESP / Areli Ponce GArcía APG,Transcription,Translation,Tokenization,Surface Segmentation,Canonical Segmentation,Surface Glossing,Canonical Glossing,Notes,,,,,
0:01:59,119.053,119053,00:01:59:01,0:01:59,119.432,119432,00:01:59:10,0:00:00,0.379,379,00:00:00:09,,,,wa,wa[FT],wa[FT],FOC[FT],FOC[FT],wa:,,,,,
0:01:59,119.432,119432,00:01:59:10,0:02:00,119.811,119811,00:01:59:20,0:00:00,0.379,379,00:00:00:09,,,,kiti,kit-i,kit,PRN.1SBJ.SG-JNCT,PRN.1SBJ.SG,,,,,,
0:02:00,119.811,119811,00:01:59:20,0:02:00,120.191,120191,00:02:00:04,0:00:00,0.38,380,00:00:00:09,,,,n,n,n,EPEN,EPEN,,,,,,
0:02:00,120.191,120191,00:02:00:04,0:02:01,120.57,120570,00:02:00:14,0:00:00,0.379,379,00:00:00:09,,,,kintakawaní',kin-takawaní',kin-takawaní',1POSS-name,1POSS-name,,,,,,
0:02:01,120.57,120570,00:02:00:14,0:02:01,120.95,120950,00:02:00:23,0:00:00,0.38,380,00:00:00:09,,,,Areli,Areli,Areli,Areli,Areli,,,,,,
0:02:01,120.95,120950,00:02:00:23,0:02:01,121.329,121329,00:02:01:08,0:00:00,0.379,379,00:00:00:09,,,,Ponce,Ponce,Ponce,Ponce,Ponce,,,,,,
0:02:01,121.329,121329,00:02:01:08,0:02:02,121.709,121709,00:02:01:17,0:00:00,0.38,380,00:00:00:09,,,,García,García,García,García,García,,,,,,
0:02:02,121.709,121709,00:02:01:17,0:02:05,124.553,124553,00:02:04:13,0:00:03,2.844,2844,00:00:02:21,ESP,"Xli:ka:na, pus ayi li:qalhchiwi:na'wi iyma: n taxa:'k","Cierto, pues ya hablamos del taxa:'k",,,,,,,,,,,
0:02:02,121.709,121709,00:02:01:17,0:02:02,122.115,122115,00:02:02:02,0:00:00,0.406,406,00:00:00:10,,,,xli:ka:na,xli:ka:na,xli:ka:nah,true,true,,,,,,
0:02:02,122.115,122115,00:02:02:02,0:02:03,122.521,122521,00:02:02:13,0:00:00,0.406,406,00:00:00:10,,,,pus,pus,pus,INTJ,INTJ,,,,,,
0:02:03,122.521,122521,00:02:02:13,0:02:03,122.927,122927,00:02:02:23,0:00:00,0.406,406,00:00:00:10,,,,ayi,ayi,ayi,NREL,NREL,,,,,,
0:02:03,122.927,122927,00:02:02:23,0:02:03,123.334,123334,00:02:03:08,0:00:00,0.407,407,00:00:00:10,,,,li:qalhchiwi:na'wi,li:-qalh-chiwi:-na-'w-i,li:-qalh-chiwi:-nan-'w,INS-mouth-V.talk-ANTIP-1SBJ.PL-JNCT [PFV],INS-mouth-V.talk-ANTIP-1SBJ.PL [PFV],,,,,,
0:02:03,123.334,123334,00:02:03:08,0:02:04,123.74,123740,00:02:03:18,0:00:00,0.406,406,00:00:00:10,,,,iyma:,iyma:,iyma:,DEM,DEM,,,,,,
0:02:04,123.74,123740,00:02:03:18,0:02:04,124.146,124146,00:02:04:03,0:00:00,0.406,406,00:00:00:10,,,,n,n,n,EPEN,EPEN,,,,,,
0:02:04,124.146,124146,00:02:04:03,0:02:05,124.553,124553,00:02:04:13,0:00:00,0.407,407,00:00:00:10,,,,taxa:'k,taxa:'k,taxa:'k,Toxicodendron.radicans,Toxicodendron.radicans,,,,,,
0:02:05,124.553,124553,00:02:04:13,0:02:06,126.35,126350,00:02:06:08,0:00:02,1.797,1797,00:00:01:19,ESP,"likwa xa ma:tsi'tsi:nán,","que provoca muchos granos,",,,,,,,,,,,
0:02:05,124.553,124553,00:02:04:13,0:02:05,125.152,125152,00:02:05:03,0:00:01,0.599,599,00:00:00:14,,,,likwa,likwa,likwa',many,many,,,,,,
0:02:05,125.152,125152,00:02:05:03,0:02:06,125.751,125751,00:02:05:18,0:00:01,0.599,599,00:00:00:14,,,,xa,xa,xa',PRN.3SBJ.SG,PRN.3SBJ.SG,,,,,,
0:02:06,125.751,125751,00:02:05:18,0:02:06,126.35,126350,00:02:06:08,0:00:01,0.599,599,00:00:00:14,,,,ma:tsi'tsi:nán,ma:-tsi'tsi:-nan,ma:-tsi'tsi:-nan,CAUS-V.pimple-ANTIP [3SBJ.SG PRES],CAUS-V.pimple-ANTIP [3SBJ.SG PRES],,,,,,
0:02:06,126.35,126350,00:02:06:08,0:02:08,128.35,128350,00:02:08:08,0:00:02,2,2000,00:00:02:00,ESP,n pala chu: wi: n ti: nikatsí: n pala wi: xaj....,por si alguien no sabe....,,,,,,,,,,,
0:02:06,126.35,126350,00:02:06:08,0:02:07,126.531,126531,00:02:06:13,0:00:00,0.181,181,00:00:00:04,,,,n,n,n,EPEN,EPEN,,,,,,
0:02:07,126.531,126531,00:02:06:13,0:02:07,126.713,126713,00:02:06:17,0:00:00,0.182,182,00:00:00:04,,,,pala,pala,pala,CONJ,CONJ,,,,,,
0:02:07,126.713,126713,00:02:06:17,0:02:07,126.895,126895,00:02:06:22,0:00:00,0.182,182,00:00:00:04,,,,chu:,chu:,chu:,PTCL,PTCL,,,,,,
0:02:07,126.895,126895,00:02:06:22,0:02:07,127.077,127077,00:02:07:01,0:00:00,0.182,182,00:00:00:04,,,,wi:,wi:,wi:,there.is,there.is,,,,,,
0:02:07,127.077,127077,00:02:07:01,0:02:07,127.259,127259,00:02:07:06,0:00:00,0.182,182,00:00:00:04,,,,n,n,n,EPEN,EPEN,,,,,,
0:02:07,127.259,127259,00:02:07:06,0:02:07,127.44,127440,00:02:07:11,0:00:00,0.181,181,00:00:00:04,,,,ti:,ti:,ti:,HREL,HREL,,,,,,
0:02:07,127.44,127440,00:02:07:11,0:02:08,127.622,127622,00:02:07:15,0:00:00,0.182,182,00:00:00:04,,,,nikatsí:,ni-katsí:,ni-katsí:-a:',NEG-V.know [3SBJ.SG IPFV PRES],NEG-V.know-IPFV [3SBJ.SG PRES],,,,,,
0:02:08,127.622,127622,00:02:07:15,0:02:08,127.804,127804,00:02:07:20,0:00:00,0.182,182,00:00:00:04,,,,n,n,n,EPEN,EPEN,,,,,,
0:02:08,127.804,127804,00:02:07:20,0:02:08,127.986,127986,00:02:07:24,0:00:00,0.182,182,00:00:00:04,,,,pala,pala,pala,CONJ,CONJ,,,,,,
0:02:08,127.986,127986,00:02:07:24,0:02:08,128.168,128168,00:02:08:04,0:00:00,0.182,182,00:00:00:04,,,,wi:,wi:,wi:,there.is,there.is,,,,,,
0:02:08,128.168,128168,00:02:08:04,0:02:08,128.35,128350,00:02:08:08,0:00:00,0.182,182,00:00:00:04,,,,xaj....,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,
0:02:08,128.35,128350,00:02:08:08,0:02:12,132.053,132053,00:02:12:01,0:00:04,3.703,3703,00:00:03:17,ESP,Wi: n ti: n pala xamaqo:'yi laqsqatá:n pus lu:ma:tsi'tsi:nani xa iyma: n taxa:'k.,Hay niños que llegan a tocar al taxa:'k pero esta hierba es muy dañina.,,,,,,,,,,,
0:02:08,128.35,128350,00:02:08:08,0:02:09,128.634,128634,00:02:08:15,0:00:00,0.284,284,00:00:00:07,,,,wi:,wi:,wi:,there.is,there.is,,,,,,
0:02:09,128.634,128634,00:02:08:15,0:02:09,128.919,128919,00:02:08:22,0:00:00,0.285,285,00:00:00:07,,,,n,n,n,EPEN,EPEN,,,,,,
0:02:09,128.919,128919,00:02:08:22,0:02:09,129.204,129204,00:02:09:05,0:00:00,0.285,285,00:00:00:07,,,,ti:,ti:,ti:,HREL,HREL,,,,,,
0:02:09,129.204,129204,00:02:09:05,0:02:09,129.489,129489,00:02:09:12,0:00:00,0.285,285,00:00:00:07,,,,n,n,n,EPEN,EPEN,,,,,,
0:02:09,129.489,129489,00:02:09:12,0:02:10,129.774,129774,00:02:09:19,0:00:00,0.285,285,00:00:00:07,,,,pala,pala,pala,CONJ,CONJ,,,,,,
0:02:10,129.774,129774,00:02:09:19,0:02:10,130.059,130059,00:02:10:01,0:00:00,0.285,285,00:00:00:07,,,,xamaqo:'yi,xama-qo:'-y-i,xama-qo:'-a:',V.touch-3PL-IPFV-JNCT [PRES],V.touch-3PL-IPFV [PRES],,,,,,
0:02:10,130.059,130059,00:02:10:01,0:02:10,130.343,130343,00:02:10:08,0:00:00,0.284,284,00:00:00:07,,,,laqsqatá:n,laq-sqatá-:n,laq-sqata'-an,PL-baby-PL,PL-baby-PL,Need to determine plural suffix,,,,,
0:02:10,130.343,130343,00:02:10:08,0:02:11,130.628,130628,00:02:10:15,0:00:00,0.285,285,00:00:00:07,,,,pus,pus,pus,INTJ,INTJ,,,,,,
0:02:11,130.628,130628,00:02:10:15,0:02:11,130.913,130913,00:02:10:22,0:00:00,0.285,285,00:00:00:07,,,,lu:ma:tsi'tsi:nani,lu:-ma:-tsi'tsi:-nan-i,lu:-ma:-tsi'tsi:-nan,INTNS-CAUS-V.pimple-ANTIP-JNCT [3SBJ.SG PRES],INTNS-CAUS-V.pimple-ANTIP [3SBJ.SG PRES],,,,,,
0:02:11,130.913,130913,00:02:10:22,0:02:11,131.198,131198,00:02:11:04,0:00:00,0.285,285,00:00:00:07,,,,xa,xa,xa',PRN.3SBJ.SG,PRN.3SBJ.SG,,,,,,
0:02:11,131.198,131198,00:02:11:04,0:02:11,131.483,131483,00:02:11:12,0:00:00,0.285,285,00:00:00:07,,,,iyma:,iyma:,iyma:,DEM,DEM,,,,,,
0:02:11,131.483,131483,00:02:11:12,0:02:12,131.768,131768,00:02:11:19,0:00:00,0.285,285,00:00:00:07,,,,n,n,n,EPEN,EPEN,,,,,,
0:02:12,131.768,131768,00:02:11:19,0:02:12,132.053,132053,00:02:12:01,0:00:00,0.285,285,00:00:00:07,,,,taxa:'k,taxa:'k,taxa:'k,Toxicodendron.radicans,Toxicodendron.radicans,,,,,,
0:02:12,132.053,132053,00:02:12:01,0:02:17,137.132,137132,00:02:17:03,0:00:05,5.079,5079,00:00:05:01,ESP,Wa: iyma: kiti n kiwanikán Epifania Sáhinos Pérez.,Yo me llamo Epifania Sáhinos Pérez.,,,,,,,,,,,
0:02:12,132.053,132053,00:02:12:01,0:02:13,132.687,132687,00:02:12:17,0:00:01,0.634,634,00:00:00:15,,,,wa:,wa:,wa:,FOC,FOC,,,,,,
0:02:13,132.687,132687,00:02:12:17,0:02:13,133.322,133322,00:02:13:08,0:00:01,0.635,635,00:00:00:15,,,,iyma:,iyma:,iyma:,DEM,DEM,,,,,,
0:02:13,133.322,133322,00:02:13:08,0:02:14,133.957,133957,00:02:13:23,0:00:01,0.635,635,00:00:00:15,,,,kiti,kit-i,kit,PRN.1SBJ.SG-JNCT,PRN.1SBJ.SG,,,,,,
0:02:14,133.957,133957,00:02:13:23,0:02:15,134.592,134592,00:02:14:14,0:00:01,0.635,635,00:00:00:15,,,,n,n,n,EPEN,EPEN,,,,,,
0:02:15,134.592,134592,00:02:14:14,0:02:15,135.227,135227,00:02:15:05,0:00:01,0.635,635,00:00:00:15,,,,kiwanikán,ki-wa-ni-kán,ki-wan-ni-kan,1OBJ-V.say-DAT-REFL,1OBJ-V.say-DAT-REFL,,,,,,
0:02:15,135.227,135227,00:02:15:05,0:02:16,135.862,135862,00:02:15:21,0:00:01,0.635,635,00:00:00:15,,,,Epifania,Epifania,Epifania,Epifania,Epifania,,,,,,
0:02:16,135.862,135862,00:02:15:21,0:02:16,136.497,136497,00:02:16:12,0:00:01,0.635,635,00:00:00:15,,,,Sáhinos,Sáhinos,Sáhinos,Sáhinos,Sáhinos,,,,,,
0:02:16,136.497,136497,00:02:16:12,0:02:17,137.132,137132,00:02:17:03,0:00:01,0.635,635,00:00:00:15,,,,Pérez,Pérez,Pérez,Pérez,Pérez,,,,,,
